"","GenderSelect","Age","EmploymentStatus","FormalEducation","EmployerIndustry","LanguageRecommendationSelect","MajorSelect"
"314","Male",24,"Employed full-time","Bachelor's degree","Government","R","Mathematics or statistics"
"315","Male",42,"Employed full-time","Doctoral degree","Government","Python","Mathematics or statistics"
"316","Male",28,"Employed full-time","Doctoral degree","Academic","Python","Computer Science"
"317","Male",30,"Employed full-time","Master's degree","Other","Python","Mathematics or statistics"
"318","Male",26,"Employed full-time","Doctoral degree","Hospitality/Entertainment/Sports","Python","Mathematics or statistics"
"319","Male",29,"Employed full-time","Doctoral degree","Technology","R","Computer Science"
"320","Male",31,"Employed full-time","Doctoral degree","Financial","Python","Mathematics or statistics"
"321","Male",33,"Employed full-time","Master's degree","Financial","Python","Mathematics or statistics"
"322","Male",47,"Employed full-time","Master's degree","Government","Python","Mathematics or statistics"
"323","Male",27,"Employed full-time","Master's degree","Government","Python","Computer Science"
"324","Male",32,"Employed full-time","Master's degree","Other","Python","Mathematics or statistics"
"325","Male",23,"Employed full-time","Bachelor's degree","Telecommunications","Python","Mathematics or statistics"
"326","Male",23,"Employed part-time","Some college/university study without earning a bachelor's degree","Academic","Python","Mathematics or statistics"
"327","Male",28,"Employed full-time","Doctoral degree","Academic","Python","Mathematics or statistics"
"328","Male",23,"Employed full-time","Bachelor's degree","Technology","Python","Computer Science"
"329","Male",23,"Employed full-time","Master's degree","Technology","Python","Computer Science"
"330","Male",31,"Employed full-time","Doctoral degree","Other","R","Mathematics or statistics"
"331","Male",40,"Employed full-time","Master's degree","Financial","R","Mathematics or statistics"
"332","Male",50,"Employed full-time","Master's degree","Mix of fields","R","Mathematics or statistics"
"333","Male",24,"Employed full-time","Master's degree","CRM/Marketing","Python","Mathematics or statistics"
"334","Male",35,"Employed full-time","Master's degree","Other","Python","Mathematics or statistics"
"335","Male",26,"Employed full-time","Master's degree","Internet-based","Python","Computer Science"
"336","Male",26,"Employed full-time","Master's degree","Technology","R","Computer Science"
"337","Male",41,"Employed full-time","Master's degree","Technology","Python","Mathematics or statistics"
"338","Male",35,"Employed full-time","Master's degree","Manufacturing","Python","Computer Science"
"339","Male",40,"Employed full-time","Master's degree","Financial","Python","Mathematics or statistics"
"340","Female",32,"Employed full-time","Bachelor's degree","Telecommunications","Python","Computer Science"
"341","Male",27,"Employed full-time","Master's degree","CRM/Marketing","Python","Computer Science"
"342","Female",28,"Employed full-time","Master's degree","Insurance","Python","Mathematics or statistics"
"343","Male",35,"Employed full-time","Some college/university study without earning a bachelor's degree","Telecommunications","Python","Mathematics or statistics"
"344","Male",41,"Employed full-time","Some college/university study without earning a bachelor's degree","Technology","Matlab","Computer Science"
"345","Male",23,"Employed full-time","Bachelor's degree","Military/Security","Python","Mathematics or statistics"
"346","Male",40,"Employed full-time","Bachelor's degree","Hospitality/Entertainment/Sports","Python","Computer Science"
"347","Female",20,"Employed full-time","Bachelor's degree","Insurance","R","Mathematics or statistics"
"348","Male",25,"Employed full-time","Doctoral degree","Technology","Python","Mathematics or statistics"
"349","Male",41,"Employed full-time","Doctoral degree","Mix of fields","R","Computer Science"
"350","Female",45,"Employed part-time","Doctoral degree","Pharmaceutical","R","A health science"
"351","Male",27,"Employed part-time","Master's degree","Non-profit","R","Mathematics or statistics"
"352","Male",24,"Employed part-time","Bachelor's degree","Internet-based","Python","Mathematics or statistics"
"353","Male",37,"Employed full-time","Master's degree","Mix of fields","Python","Computer Science"
"354","Male",22,"Employed full-time","Bachelor's degree","Academic","Python","Computer Science"
"355","Female",25,"Employed full-time","Bachelor's degree","Government","Python","Computer Science"
"356","Male",36,"Employed full-time","Doctoral degree","Academic","Python","Computer Science"
"357","Male",47,"Employed full-time","Some college/university study without earning a bachelor's degree","Financial","Python","Computer Science"
"358","Male",29,"Employed full-time","Doctoral degree","Academic","Matlab","Mathematics or statistics"
"359","Male",46,"Employed full-time","Master's degree","Mix of fields","Python","Computer Science"
"360","Female",42,"Employed full-time","Master's degree","Hospitality/Entertainment/Sports","R","Computer Science"
"361","Male",42,"Employed full-time","Master's degree","Technology","Python","Mathematics or statistics"
"362","Male",26,"Employed full-time","Master's degree","Mix of fields","Python","Computer Science"
"363","Male",62,"Employed full-time","Doctoral degree","Academic","R","Mathematics or statistics"
"364","Male",29,"Employed full-time","Master's degree","Technology","Python","Mathematics or statistics"
"365","Male",31,"Employed part-time","Doctoral degree","Academic","R","Computer Science"
"366","Female",27,"Employed full-time","Master's degree","Internet-based","Python","Mathematics or statistics"
"367","Male",28,"Employed full-time","Bachelor's degree","Technology","Python","Mathematics or statistics"
"368","Male",40,"Employed full-time","Master's degree","Mix of fields","Python","Computer Science"
"369","Male",28,"Employed full-time","Bachelor's degree","Retail","Python","Mathematics or statistics"
"370","Male",28,"Employed full-time","Master's degree","Technology","Python","Computer Science"
"371","Male",25,"Employed full-time","Bachelor's degree","Retail","Python","Computer Science"
"372","Female",35,"Employed part-time","Bachelor's degree","Insurance","R","Mathematics or statistics"
"373","Male",25,"Employed full-time","Some college/university study without earning a bachelor's degree","Financial","Python","Computer Science"
"374","Male",35,"Employed full-time","Bachelor's degree","Government","Python","Computer Science"
"375","Male",28,"Employed full-time","Master's degree","Academic","R","Computer Science"
"376","Male",30,"Employed full-time","Master's degree","Technology","Python","Computer Science"
"377","Female",52,"Employed full-time","Doctoral degree","Academic","Python","Mathematics or statistics"
"378","Male",22,"Employed full-time","Bachelor's degree","Technology","Python","Computer Science"
"379","Male",35,"Employed full-time","Master's degree","Other","Python","Computer Science"
"380","Female",28,"Employed full-time","Bachelor's degree","Other","Python","Computer Science"
"381","Male",50,"Employed full-time","Doctoral degree","Technology","Python","Mathematics or statistics"
"382","Male",35,"Employed full-time","Master's degree","Manufacturing","R","Mathematics or statistics"
"383","Male",38,"Employed part-time","Doctoral degree","Government","R","Mathematics or statistics"
"384","Female",26,"Employed full-time","Master's degree","Retail","R","Mathematics or statistics"
"385","Male",24,"Employed part-time","Some college/university study without earning a bachelor's degree","Other","Python","Computer Science"
"386","Male",34,"Employed full-time","Doctoral degree","Academic","Python","Computer Science"
"387","Male",28,"Employed full-time","Bachelor's degree","Government","R","Mathematics or statistics"
"388","Male",21,"Employed full-time","Master's degree","Technology","R","Mathematics or statistics"
"389","Male",37,"Employed full-time","Bachelor's degree","Technology","Python","Computer Science"
"390","Male",33,"Employed full-time","Master's degree","Technology","Python","Computer Science"
"391","Male",60,"Employed full-time","Doctoral degree","Academic","Matlab","A health science"
"392","Male",30,"Employed full-time","Master's degree","Hospitality/Entertainment/Sports","Python","Mathematics or statistics"
"393","Male",43,"Employed full-time","Doctoral degree","Academic","Python","Mathematics or statistics"
"394","Male",43,"Employed full-time","Master's degree","Insurance","Python","Mathematics or statistics"
"395","Female",26,"Employed part-time","Bachelor's degree","CRM/Marketing","Python","A health science"
"396","Male",24,"Employed full-time","Bachelor's degree","Technology","Python","Computer Science"
"397","Male",22,"Employed full-time","Bachelor's degree","Insurance","Python","Mathematics or statistics"
"398","Male",33,"Employed full-time","Master's degree","Military/Security","Python","Mathematics or statistics"
"399","Female",35,"Employed full-time","Doctoral degree","Internet-based","Python","Mathematics or statistics"
"400","Male",36,"Employed full-time","Bachelor's degree","Technology","Python","Computer Science"
"401","Female",43,"Employed full-time","Master's degree","Insurance","Python","Mathematics or statistics"
"402","Male",38,"Employed full-time","Master's degree","Technology","Python","Computer Science"
"403","Male",35,"Employed full-time","Master's degree","Other","Python","Mathematics or statistics"
"404","Female",23,"Employed full-time","Master's degree","Mix of fields","Python","Mathematics or statistics"
"405","Male",31,"Employed full-time","Master's degree","Technology","R","Computer Science"
"406","Male",27,"Employed part-time","Bachelor's degree","Academic","Python","Computer Science"
"407","Male",36,"Employed full-time","Bachelor's degree","Financial","Python","Computer Science"
"408","Male",24,"Employed full-time","Master's degree","Academic","Python","Computer Science"
"409","Male",31,"Employed full-time","Doctoral degree","Insurance","Python","Mathematics or statistics"
"410","Male",28,"Employed full-time","Bachelor's degree","Internet-based","R","Mathematics or statistics"
"411","Male",42,"Employed full-time","Master's degree","Other","Python","Computer Science"
"412","Male",24,"Employed full-time","Bachelor's degree","Technology","Python","Computer Science"
"413","Male",40,"Employed full-time","Bachelor's degree","Insurance","Python","Mathematics or statistics"
"414","Male",36,"Employed full-time","Bachelor's degree","Pharmaceutical","Python","Computer Science"
"415","Male",48,"Employed full-time","Bachelor's degree","Telecommunications","Python","Computer Science"
"416","Male",27,"Employed full-time","Master's degree","Mix of fields","R","A health science"
"417","Male",27,"Employed full-time","Master's degree","Other","Python","Computer Science"
"418","Male",38,"Employed full-time","Master's degree","Government","R","Computer Science"
"419","Male",72,"Employed part-time","Master's degree","Academic","R","Mathematics or statistics"
"420","Male",21,"Employed full-time","Bachelor's degree","Telecommunications","Python","Computer Science"
"421","Male",22,"Employed full-time","Bachelor's degree","Other","Python","Computer Science"
"422","Male",25,"Employed full-time","Master's degree","Mix of fields","Python","Mathematics or statistics"
"423","Male",33,"Employed full-time","Doctoral degree","Academic","R","Mathematics or statistics"
"424","Male",38,"Employed full-time","Bachelor's degree","Other","R","Computer Science"
"425","Male",25,"Employed full-time","Bachelor's degree","Technology","Python","Mathematics or statistics"
"426","Male",27,"Employed full-time","Doctoral degree","Academic","R","Computer Science"
"427","Male",33,"Employed full-time","Doctoral degree","Academic","R","Computer Science"
"428","Male",31,"Employed full-time","Master's degree","Hospitality/Entertainment/Sports","Python","Computer Science"
"429","Male",58,"Employed full-time","Doctoral degree","Academic","Python","Computer Science"
"430","Male",40,"Employed full-time","Master's degree","Other","Python","Computer Science"
"431","Male",28,"Employed full-time","Doctoral degree","Internet-based","Python","Computer Science"
"432","Male",36,"Employed full-time","Master's degree","CRM/Marketing","R","Mathematics or statistics"
"433","Female",28,"Employed full-time","Doctoral degree","Academic","Python","Computer Science"
"434","Male",44,"Employed full-time","Master's degree","Pharmaceutical","Python","Mathematics or statistics"
"435","Male",25,"Employed full-time","Master's degree","Financial","Python","Computer Science"
"436","Male",26,"Employed full-time","Bachelor's degree","Internet-based","Python","Computer Science"
"437","Female",37,"Employed full-time","Doctoral degree","Hospitality/Entertainment/Sports","Python","Mathematics or statistics"
"438","Male",32,"Employed full-time","Master's degree","Financial","Python","Computer Science"
"439","Female",57,"Employed full-time","Master's degree","Other","R","Mathematics or statistics"
"440","Male",47,"Employed full-time","Master's degree","Other","Python","Mathematics or statistics"
"441","Male",30,"Employed full-time","Master's degree","Retail","Python","Computer Science"
"442","Female",34,"Employed full-time","Bachelor's degree","CRM/Marketing","R","Mathematics or statistics"
"443","Male",38,"Employed full-time","Bachelor's degree","CRM/Marketing","R","Mathematics or statistics"
"444","Male",35,"Employed full-time","Master's degree","Military/Security","Python","Computer Science"
"445","Male",40,"Employed full-time","Master's degree","Other","R","Mathematics or statistics"
"446","Male",32,"Employed part-time","Master's degree","Internet-based","Python","Computer Science"
"447","Male",38,"Employed full-time","Master's degree","Technology","Python","Computer Science"
"448","Female",27,"Employed full-time","Bachelor's degree","Retail","Python","Computer Science"
"449","Male",37,"Employed full-time","Doctoral degree","Mix of fields","Python","Computer Science"
"450","Male",38,"Employed full-time","Bachelor's degree","Financial","Python","Mathematics or statistics"
"451","Male",22,"Employed full-time","Bachelor's degree","Academic","Python","Computer Science"
"452","Female",35,"Employed full-time","Master's degree","Technology","R","Mathematics or statistics"
"453","Male",37,"Employed full-time","Bachelor's degree","Technology","Python","Computer Science"
"454","Male",47,"Employed full-time","Doctoral degree","Technology","Python","A health science"
"455","Male",31,"Employed full-time","Master's degree","Internet-based","Python","Computer Science"
"456","Male",40,"Employed full-time","Bachelor's degree","Financial","Python","Computer Science"
"457","Male",37,"Employed full-time","Master's degree","Mix of fields","R","Mathematics or statistics"
"458","Male",48,"Employed full-time","Master's degree","Insurance","R","Computer Science"
"459","Male",32,"Employed full-time","Bachelor's degree","Technology","Python","Computer Science"
"460","Male",26,"Employed full-time","Bachelor's degree","Government","R","Mathematics or statistics"
"461","Male",39,"Employed full-time","Master's degree","Technology","Python","Mathematics or statistics"
"462","Male",60,"Employed full-time","Master's degree","Internet-based","Python","Computer Science"
"463","Male",21,"Employed full-time","Bachelor's degree","Telecommunications","R","Mathematics or statistics"
"464","Male",36,"Employed full-time","Master's degree","Insurance","Python","Mathematics or statistics"
"465","Male",26,"Employed full-time","Master's degree","Hospitality/Entertainment/Sports","Python","Mathematics or statistics"
"466","Male",33,"Employed full-time","Bachelor's degree","Insurance","R","Mathematics or statistics"
"467","Male",33,"Employed full-time","Master's degree","Mix of fields","Python","Computer Science"
"468","Male",41,"Employed full-time","Master's degree","Pharmaceutical","Python","Computer Science"
"469","Male",22,"Employed part-time","Bachelor's degree","Technology","Python","Computer Science"
"470","A different identity",48,"Employed full-time","Doctoral degree","Mix of fields","Python","Computer Science"
"471","Male",49,"Employed full-time","Doctoral degree","Financial","Python","Computer Science"
"472","Male",47,"Employed full-time","Master's degree","Other","R","Computer Science"
"473","Male",36,"Employed full-time","Master's degree","Financial","Python","Mathematics or statistics"
"474","Female",37,"Employed full-time","Bachelor's degree","Other","R","Computer Science"
"475","Male",28,"Employed full-time","Bachelor's degree","Academic","Python","Computer Science"
"476","Male",25,"Employed part-time","Bachelor's degree","Academic","Python","Computer Science"
"477","Male",23,"Employed part-time","Master's degree","Internet-based","Python","Computer Science"
"478","Male",32,"Employed full-time","Bachelor's degree","Technology","Python","Computer Science"
"479","Male",37,"Employed full-time","Master's degree","Academic","R","Computer Science"
"480","Male",32,"Employed full-time","Master's degree","Internet-based","Python","Mathematics or statistics"
"481","Male",22,"Employed full-time","Bachelor's degree","Mix of fields","Python","Computer Science"
"482","Male",28,"Employed full-time","Master's degree","Technology","Python","Mathematics or statistics"
"483","Male",21,"Employed full-time","Bachelor's degree","Technology","Python","Mathematics or statistics"
"484","Male",35,"Employed full-time","Master's degree","Other","Python","Mathematics or statistics"
"485","Male",32,"Employed full-time","Bachelor's degree","Government","Python","Computer Science"
"486","Male",26,"Employed full-time","Master's degree","Academic","Python","Computer Science"
"487","Male",46,"Employed full-time","Doctoral degree","Academic","Python","Computer Science"
"488","Male",21,"Employed full-time","Bachelor's degree","Financial","Python","Computer Science"
"489","Male",37,"Employed full-time","Bachelor's degree","Internet-based","R","Computer Science"
"490","Female",27,"Employed full-time","Master's degree","Academic","Python","Computer Science"
"491","Male",26,"Employed full-time","Bachelor's degree","Internet-based","Python","Computer Science"
"492","Female",30,"Employed full-time","Doctoral degree","Other","Python","Mathematics or statistics"
"493","Male",24,"Employed full-time","Bachelor's degree","Internet-based","Python","Mathematics or statistics"
"494","Male",38,"Employed full-time","Doctoral degree","Technology","Python","Mathematics or statistics"
"495","Male",28,"Employed full-time","Bachelor's degree","Financial","Python","Mathematics or statistics"
"496","Male",35,"Employed full-time","Bachelor's degree","Technology","Python","Computer Science"
"497","Male",27,"Employed full-time","Master's degree","Insurance","R","Mathematics or statistics"
"498","Male",31,"Employed full-time","Some college/university study without earning a bachelor's degree","Military/Security","Python","Computer Science"
"499","Female",34,"Employed full-time","Doctoral degree","Pharmaceutical","Python","Mathematics or statistics"
"500","Female",29,"Employed full-time","Master's degree","Retail","Python","Computer Science"
"501","Female",32,"Employed full-time","Doctoral degree","Mix of fields","Python","Computer Science"
"502","Male",39,"Employed full-time","Master's degree","Manufacturing","Python","Computer Science"
"503","Male",42,"Employed full-time","Some college/university study without earning a bachelor's degree","Mix of fields","Python","Computer Science"
"504","Male",39,"Employed full-time","Doctoral degree","Financial","R","Mathematics or statistics"
"505","Male",55,"Employed full-time","Master's degree","Other","Python","Computer Science"
"506","Male",63,"Employed full-time","Master's degree","Academic","Python","Mathematics or statistics"
"507","Male",31,"Employed full-time","Bachelor's degree","Technology","R","Mathematics or statistics"
"508","Male",23,"Employed full-time","Master's degree","Financial","Python","Computer Science"
"509","Male",41,"Employed full-time","Bachelor's degree","CRM/Marketing","Python","Computer Science"
"510","Male",26,"Employed full-time","Master's degree","Retail","Python","Mathematics or statistics"
"511","Male",28,"Employed full-time","Master's degree","Financial","R","Mathematics or statistics"
"512","Female",27,"Employed full-time","Master's degree","Academic","Python","Mathematics or statistics"
"513","Male",29,"Employed full-time","Master's degree","Technology","Python","Mathematics or statistics"
"514","Male",22,"Employed full-time","Bachelor's degree","Mix of fields","R","Computer Science"
"515","Male",46,"Employed full-time","Doctoral degree","Academic","R","Mathematics or statistics"
"516","Male",37,"Employed full-time","Master's degree","Telecommunications","R","Computer Science"
"517","Female",23,"Employed full-time","Bachelor's degree","Mix of fields","Python","Mathematics or statistics"
"518","Female",32,"Employed full-time","Master's degree","Financial","R","Computer Science"
"519","Male",30,"Employed full-time","Doctoral degree","Internet-based","Python","Computer Science"
"520","Male",25,"Employed part-time","Master's degree","Other","R","Computer Science"
"521","Male",48,"Employed full-time","Master's degree","Insurance","R","Mathematics or statistics"
"522","Female",33,"Employed full-time","Bachelor's degree","Mix of fields","R","Mathematics or statistics"
"523","Male",29,"Employed full-time","Doctoral degree","Academic","Python","Computer Science"
"524","Male",31,"Employed full-time","Doctoral degree","Academic","Python","Computer Science"
"525","Male",56,"Employed full-time","Master's degree","Government","Python","Computer Science"
"526","Male",29,"Employed full-time","Bachelor's degree","Mix of fields","Python","Mathematics or statistics"
"527","Male",30,"Employed full-time","Bachelor's degree","Other","Python","Computer Science"
"528","Male",36,"Employed full-time","Master's degree","Government","R","Computer Science"
"529","Male",23,"Employed part-time","Bachelor's degree","Government","R","Computer Science"
"530","Male",37,"Employed full-time","Doctoral degree","Internet-based","Python","Computer Science"
"531","Male",25,"Employed full-time","Bachelor's degree","Telecommunications","Python","Mathematics or statistics"
"532","Male",38,"Employed full-time","Bachelor's degree","Insurance","Python","Computer Science"
"533","Male",36,"Employed full-time","Master's degree","Technology","Python","Mathematics or statistics"
"534","Male",30,"Employed full-time","Master's degree","CRM/Marketing","Python","Mathematics or statistics"
"535","Male",27,"Employed full-time","Master's degree","Technology","Python","Computer Science"
"536","Male",34,"Employed full-time","Master's degree","Technology","R","Computer Science"
"537","Female",29,"Employed full-time","Master's degree","Academic","Python","Computer Science"
"538","Male",43,"Employed full-time","Doctoral degree","Telecommunications","Python","Computer Science"
"539","Male",35,"Employed full-time","Doctoral degree","Academic","R","Mathematics or statistics"
"540","Male",33,"Employed part-time","Master's degree","Government","Python","Computer Science"
"541","Male",27,"Employed part-time","Bachelor's degree","Pharmaceutical","Python","Computer Science"
"542","Male",42,"Employed full-time","Master's degree","Technology","R","Computer Science"
"543","Male",36,"Employed full-time","Bachelor's degree","Government","R","Mathematics or statistics"
"544","Male",27,"Employed full-time","Bachelor's degree","Technology","Python","Computer Science"
"545","Male",30,"Employed full-time","Master's degree","Insurance","Python","Mathematics or statistics"
"546","Male",37,"Employed full-time","Master's degree","Hospitality/Entertainment/Sports","Python","Computer Science"
"547","Male",26,"Employed full-time","Master's degree","Other","R","Computer Science"
"548","Male",40,"Employed full-time","Master's degree","Technology","Python","Mathematics or statistics"
"549","Male",31,"Employed full-time","Master's degree","Technology","Python","Computer Science"
"550","Male",42,"Employed full-time","Bachelor's degree","Military/Security","Python","Computer Science"
"551","Male",25,"Employed full-time","Bachelor's degree","Academic","Python","A health science"
"552","Male",42,"Employed full-time","Master's degree","Government","R","Mathematics or statistics"
"553","Male",27,"Employed full-time","Bachelor's degree","Technology","Python","Mathematics or statistics"
"554","Male",22,"Employed full-time","Bachelor's degree","Other","Python","Mathematics or statistics"
"555","Male",26,"Employed full-time","Master's degree","Technology","Python","Computer Science"
"556","Female",29,"Employed full-time","Master's degree","Financial","Matlab","Computer Science"
"557","Male",27,"Employed full-time","Bachelor's degree","Technology","Python","Mathematics or statistics"
"558","Male",47,"Employed full-time","Master's degree","Academic","Python","Computer Science"
"559","Male",52,"Employed full-time","Master's degree","Academic","R","Computer Science"
"560","Male",24,"Employed full-time","Master's degree","Academic","Python","Mathematics or statistics"
"561","Male",34,"Employed full-time","Bachelor's degree","Other","Python","Computer Science"
"562","Male",26,"Employed full-time","Master's degree","Financial","Python","Computer Science"
"563","Male",32,"Employed full-time","Master's degree","Technology","Python","Computer Science"
"564","Male",27,"Employed full-time","Bachelor's degree","Technology","Python","Computer Science"
"565","Male",25,"Employed full-time","Master's degree","Other","Python","Computer Science"
"566","Male",24,"Employed full-time","Bachelor's degree","Technology","Python","Computer Science"
"567","Male",33,"Employed full-time","Master's degree","Telecommunications","Python","Computer Science"
"568","Male",38,"Employed full-time","Master's degree","Internet-based","Python","Computer Science"
"569","Male",21,"Employed part-time","Bachelor's degree","Technology","Python","Computer Science"
"570","Male",30,"Employed full-time","Master's degree","Government","Python","Computer Science"
"571","Male",35,"Employed part-time","Master's degree","Academic","Python","Computer Science"
"572","Male",33,"Employed full-time","Some college/university study without earning a bachelor's degree","Insurance","Python","Computer Science"
"573","Male",30,"Employed full-time","Master's degree","Internet-based","Python","Computer Science"
"574","Female",22,"Employed full-time","Some college/university study without earning a bachelor's degree","Other","R","Mathematics or statistics"
"575","Male",21,"Employed full-time","Bachelor's degree","Technology","Python","Computer Science"
"576","Female",28,"Employed full-time","Master's degree","Government","Python","Mathematics or statistics"
"577","Female",39,"Employed full-time","Master's degree","Technology","Python","Computer Science"
"578","Male",51,"Employed full-time","Master's degree","Financial","Python","Computer Science"
"579","Male",28,"Employed full-time","Master's degree","Academic","Python","Computer Science"
"580","Male",26,"Employed full-time","Bachelor's degree","Technology","R","Computer Science"
"581","Male",31,"Employed full-time","Master's degree","Academic","R","Computer Science"
"582","Male",43,"Employed full-time","Some college/university study without earning a bachelor's degree","Manufacturing","R","Computer Science"
"583","Male",28,"Employed full-time","Master's degree","Manufacturing","Python","Computer Science"
"584","Male",55,"Employed full-time","Doctoral degree","Academic","Python","Computer Science"
"585","Male",26,"Employed full-time","Some college/university study without earning a bachelor's degree","Technology","Python","Computer Science"
"586","Male",34,"Employed full-time","Master's degree","Internet-based","Python","Computer Science"
"587","Male",0,"Employed full-time","Master's degree","Government","R","Mathematics or statistics"
"588","Male",23,"Employed full-time","Bachelor's degree","Mix of fields","Python","Computer Science"
"589","Male",23,"Employed full-time","Master's degree","Mix of fields","R","Mathematics or statistics"
"590","Male",29,"Employed full-time","Bachelor's degree","Other","R","Computer Science"
"591","Male",39,"Employed full-time","Doctoral degree","Academic","Matlab","Computer Science"
"592","Male",34,"Employed full-time","Master's degree","Other","Python","Computer Science"
"593","Male",26,"Employed full-time","Master's degree","Internet-based","Python","Computer Science"
"594","Male",30,"Employed full-time","Bachelor's degree","Mix of fields","Python","Computer Science"
"595","Female",23,"Employed full-time","Bachelor's degree","Technology","Python","Computer Science"
"596","Male",22,"Employed full-time","Master's degree","Technology","Python","Computer Science"
"597","Male",23,"Employed full-time","Bachelor's degree","Financial","R","Computer Science"
"598","Male",37,"Employed full-time","Master's degree","Mix of fields","Python","Computer Science"
"599","Male",45,"Employed full-time","Doctoral degree","Academic","R","Mathematics or statistics"
"600","Male",33,"Employed full-time","Master's degree","Other","Matlab","Mathematics or statistics"
"601","Female",33,"Employed full-time","Master's degree","Technology","Python","Mathematics or statistics"
"602","Male",24,"Employed full-time","Some college/university study without earning a bachelor's degree","Internet-based","Python","Mathematics or statistics"
"603","Female",25,"Employed full-time","Master's degree","Academic","Python","Computer Science"
"604","Male",27,"Employed part-time","Master's degree","Academic","Python","Computer Science"
"605","Female",24,"Employed full-time","Master's degree","Academic","Python","Mathematics or statistics"
"606","Female",27,"Employed full-time","Bachelor's degree","Technology","R","Computer Science"
"607","Female",28,"Employed full-time","Doctoral degree","Technology","Python","Computer Science"
"608","Male",28,"Employed full-time","Master's degree","Other","Python","Computer Science"
"609","Male",33,"Employed full-time","Bachelor's degree","Insurance","SAS","Mathematics or statistics"
"610","Female",61,"Employed full-time","Doctoral degree","Government","Python","Mathematics or statistics"
"611","Male",36,"Employed full-time","Master's degree","Academic","R","Computer Science"
"612","Male",28,"Employed full-time","Master's degree","CRM/Marketing","Python","Mathematics or statistics"
"613","Female",37,"Employed full-time","Master's degree","Retail","R","Mathematics or statistics"
"614","Male",23,"Employed full-time","Bachelor's degree","Financial","Python","Computer Science"
"615","Male",25,"Employed full-time","Master's degree","Insurance","R","Mathematics or statistics"
"616","Male",22,"Employed part-time","Some college/university study without earning a bachelor's degree","Academic","Python","Computer Science"
"617","Male",48,"Employed full-time","Doctoral degree","Academic","Python","Mathematics or statistics"
"618","Male",31,"Employed full-time","Master's degree","Financial","Python","Computer Science"
"619","Male",24,"Employed part-time","Some college/university study without earning a bachelor's degree","Hospitality/Entertainment/Sports","Python","Computer Science"
"620","Male",21,"Employed part-time","Bachelor's degree","Military/Security","Python","Computer Science"
